timestamp,open,high,low,close,volume,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,fib_0.236,fib_0.382,fib_0.5,fib_0.618,fib_0.786,atr,volume_sma,volume_ratio
2025-03-11 23:17:37.280833,3000.0,3019.5197574869812,2995.21548301734,3013.0630784582877,14196450.25941395,2966.1227004713546,2863.893147655058,3013.0630784582877,3013.0630784582877,46.13027893445697,0.0,0.0,0.0,2966.1227004713546,104.10165324396147,3174.3260069592775,2757.9193939834317,7.316984402795392e+51,1.1843593397745085e+52,1.550208559914278e+52,1.9160577800540478e+52,2.4369278561852453e+52,79.47845125148994,11841561.789131403,0.8555368800706388
2025-03-12 00:17:37.280833,3013.0630784582877,3013.0630784582877,2812.517042675275,2836.6583622760145,7810824.883887659,2966.1227004713546,2863.893147655058,2917.5105238595556,2921.4683219790304,46.13027893445697,-3.9577981194747736,-2.198776733041541,-1.7590213864332327,2966.1227004713546,104.10165324396147,3174.3260069592775,2757.9193939834317,7.316984402795392e+51,1.1843593397745085e+52,1.550208559914278e+52,1.9160577800540478e+52,2.4369278561852453e+52,79.47845125148994,11841561.789131403,0.8555368800706388
2025-03-12 01:17:37.280833,2836.6583622760145,2939.4134599275285,2836.6583622760145,2917.5296588090505,2091328.0010433712,2966.1227004713546,2863.893147655058,2917.5179922347625,2920.0531985433895,46.13027893445697,-2.535206308627039,-2.3366577066421543,-0.19854860198488478,2966.1227004713546,104.10165324396147,3174.3260069592775,2757.9193939834317,7.316984402795392e+51,1.1843593397745085e+52,1.550208559914278e+52,1.9160577800540478e+52,2.4369278561852453e+52,79.47845125148994,11841561.789131403,0.8555368800706388
2025-03-12 02:17:37.280833,2917.5296588090505,3023.3619249600424,2917.5296588090505,2993.5803538935033,1289169.3069725006,2966.1227004713546,2863.893147655058,2941.527907258362,2940.608178073504,46.13027893445697,0.9197291848581699,-1.2335456160255134,2.1532748008836835,2966.1227004713546,104.10165324396147,3174.3260069592775,2757.9193939834317,7.316984402795392e+51,1.1843593397745085e+52,1.550208559914278e+52,1.9160577800540478e+52,2.4369278561852453e+52,79.47845125148994,11841561.789131403,0.8555368800706388
2025-03-12 03:17:37.280833,2993.5803538935033,3040.98685479949,2993.5803538935033,3023.8345974137565,1624919.1967233645,2966.1227004713546,2863.893147655058,2963.8903408113933,2959.908727994108,46.13027893445697,3.9816128172851677,0.31784611211307545,3.663766705172092,2966.1227004713546,104.10165324396147,3174.3260069592775,2757.9193939834317,7.316984402795392e+51,1.1843593397745085e+52,1.550208559914278e+52,1.9160577800540478e+52,2.4369278561852453e+52,79.47845125148994,11841561.789131403,0.8555368800706388
2025-03-12 04:17:37.280833,3023.8345974137565,3105.1444327987283,3023.8345974137565,3100.003693970915,13284941.065777184,2966.1227004713546,2863.893147655058,2996.9730465260577,2987.968632321898,46.13027893445697,9.00441420415973,2.67238902890081,6.33202517525892,2966.1227004713546,104.10165324396147,3174.3260069592775,2757.9193939834317,7.316984402795392e+51,1.1843593397745085e+52,1.550208559914278e+52,1.9160577800540478e+52,2.4369278561852453e+52,79.47845125148994,11841561.789131403,0.8555368800706388
2025-03-12 05:17:37.280833,3100.003693970915,3100.003693970915,3031.309431360893,3053.4250027684457,6032507.68661114,2966.1227004713546,2863.893147655058,3009.570103051223,2999.6097084889866,46.13027893445697,9.960394562236615,4.516788803092545,5.44360575914407,2966.1227004713546,104.10165324396147,3174.3260069592775,2757.9193939834317,7.316984402795392e+51,1.1843593397745085e+52,1.550208559914278e+52,1.9160577800540478e+52,2.4369278561852453e+52,79.47845125148994,11841561.789131403,0.8555368800706388
2025-03-12 06:17:37.280833,3053.4250027684457,3139.1087977518564,3053.4250027684457,3132.177336719923,27834410.084924743,2966.1227004713546,2863.893147655058,3035.1563429595744,3020.9696382008683,46.13027893445697,14.186704758706128,6.840651450036339,7.346053308669789,2966.1227004713546,104.10165324396147,3174.3260069592775,2757.9193939834317,7.316984402795392e+51,1.1843593397745085e+52,1.550208559914278e+52,1.9160577800540478e+52,2.4369278561852453e+52,79.47845125148994,11841561.789131403,0.8555368800706388
2025-03-12 07:17:37.280833,3132.177336719923,3132.177336719923,3021.1366179139654,3034.1948512566505,29708154.477099422,2966.1227004713546,2863.893147655058,3034.966125678387,3022.929905108005,46.13027893445697,12.036220570381829,8.040853692187468,3.9953668781943605,2966.1227004713546,104.10165324396147,3174.3260069592775,2757.9193939834317,7.316984402795392e+51,1.1843593397745085e+52,1.550208559914278e+52,1.9160577800540478e+52,2.4369278561852453e+52,79.47845125148994,11841561.789131403,0.8555368800706388
2025-03-12 08:17:37.280833,3034.1948512566505,3055.4392213922747,3018.103773022378,3040.380782003269,2304622.4080293695,2966.1227004713546,2863.893147655058,3035.9922009475763,3025.3379562756136,46.13027893445697,10.654244671962715,8.626404978795303,2.0278396931674116,2966.1227004713546,104.10165324396147,3174.3260069592775,2757.9193939834317,7.316984402795392e+51,1.1843593397745085e+52,1.550208559914278e+52,1.9160577800540478e+52,2.4369278561852453e+52,79.47845125148994,11841561.789131403,0.8555368800706388
