timestamp,open,high,low,close,volume,sma_20,sma_50,ema_12,ema_26,rsi,macd,macd_signal,macd_hist,bb_middle,bb_std,bb_upper,bb_lower,fib_0.236,fib_0.382,fib_0.5,fib_0.618,fib_0.786,atr,volume_sma,volume_ratio
2025-03-11 23:17:30.831333,0.8,0.8097076412920123,0.7997379738284356,0.8036247686993463,65855765717.031456,0.7400289562455823,0.6875378479808556,0.8036247686993463,0.8036247686993463,15.771027134489003,0.0,0.0,0.0,0.7400289562455823,0.02958570746426417,0.7992003711741107,0.6808575413170539,4.5236351489225816e+16,7.322155198679771e+16,9.583972773141062e+16,1.1845790347602354e+17,1.506600519937775e+17,0.01574612823552039,44329133559.69256,0.09224395715608429
2025-03-12 00:17:30.831333,0.8036247686993463,0.8036247686993463,0.7904292950608789,0.7915445762585773,66155036970.975105,0.7400289562455823,0.6875378479808556,0.7970813311272631,0.79735236108587,15.771027134489003,-0.0002710299586069498,-0.00015057219922608322,-0.00012045775938086657,0.7400289562455823,0.02958570746426417,0.7992003711741107,0.6808575413170539,4.5236351489225816e+16,7.322155198679771e+16,9.583972773141062e+16,1.1845790347602354e+17,1.506600519937775e+17,0.01574612823552039,44329133559.69256,0.09224395715608429
2025-03-12 01:17:30.831333,0.7915445762585773,0.7915445762585773,0.7641421780932116,0.7653681331227764,21471277597.00258,0.7400289562455823,0.6875378479808556,0.7847036626220477,0.78586073852052,15.771027134489003,-0.0011570758984722485,-0.000563073715310577,-0.0005940021831616714,0.7400289562455823,0.02958570746426417,0.7992003711741107,0.6808575413170539,4.5236351489225816e+16,7.322155198679771e+16,9.583972773141062e+16,1.1845790347602354e+17,1.506600519937775e+17,0.01574612823552039,44329133559.69256,0.09224395715608429
2025-03-12 02:17:30.831333,0.7653681331227764,0.7653681331227764,0.7503560828294904,0.7566505914085924,133831951020.58711,0.7400289562455823,0.6875378479808556,0.7758484043668809,0.7776948578591737,15.771027134489003,-0.0018464534922928433,-0.0009978229622557891,-0.0008486305300370541,0.7400289562455823,0.02958570746426417,0.7992003711741107,0.6808575413170539,4.5236351489225816e+16,7.322155198679771e+16,9.583972773141062e+16,1.1845790347602354e+17,1.506600519937775e+17,0.01574612823552039,44329133559.69256,0.09224395715608429
2025-03-12 03:17:30.831333,0.7566505914085924,0.7594783348873926,0.7508995131294431,0.7544865420361195,77328651198.82755,0.7400289562455823,0.6875378479808556,0.7700444627184102,0.7723127536948131,15.771027134489003,-0.002268290976402909,-0.0013757584733657129,-0.0008925325030371962,0.7400289562455823,0.02958570746426417,0.7992003711741107,0.6808575413170539,4.5236351489225816e+16,7.322155198679771e+16,9.583972773141062e+16,1.1845790347602354e+17,1.506600519937775e+17,0.01574612823552039,44329133559.69256,0.09224395715608429
2025-03-12 04:17:30.831333,0.7544865420361195,0.7544865420361195,0.7418912098259319,0.7488993312439244,29256285624.896877,0.7400289562455823,0.6875378479808556,0.7649050833288769,0.7676232319166586,15.771027134489003,-0.0027181485877817435,-0.0017396208298190129,-0.0009785277579627306,0.7400289562455823,0.02958570746426417,0.7992003711741107,0.6808575413170539,4.5236351489225816e+16,7.322155198679771e+16,9.583972773141062e+16,1.1845790347602354e+17,1.506600519937775e+17,0.01574612823552039,44329133559.69256,0.09224395715608429
2025-03-12 05:17:30.831333,0.7488993312439244,0.7703022334216748,0.7488993312439244,0.7671909382052267,29739831665.032764,0.7400289562455823,0.6875378479808556,0.7654151638469383,0.7675463507210317,15.771027134489003,-0.002131186874093416,-0.0018387157495933532,-0.0002924711245000627,0.7400289562455823,0.02958570746426417,0.7992003711741107,0.6808575413170539,4.5236351489225816e+16,7.322155198679771e+16,9.583972773141062e+16,1.1845790347602354e+17,1.506600519937775e+17,0.01574612823552039,44329133559.69256,0.09224395715608429
2025-03-12 06:17:30.831333,0.7671909382052267,0.7671909382052267,0.7388051085599391,0.7458942549754632,20604454473.0344,0.7400289562455823,0.6875378479808556,0.7613414510433018,0.7640576615937389,15.771027134489003,-0.002716210550437137,-0.0020495942515295017,-0.0006666162989076353,0.7400289562455823,0.02958570746426417,0.7992003711741107,0.6808575413170539,4.5236351489225816e+16,7.322155198679771e+16,9.583972773141062e+16,1.1845790347602354e+17,1.506600519937775e+17,0.01574612823552039,44329133559.69256,0.09224395715608429
2025-03-12 07:17:30.831333,0.7458942549754632,0.7458942549754632,0.7306267220074325,0.7362981111352027,71829314793.00424,0.7400289562455823,0.6875378479808556,0.7563869870425312,0.7599430868121205,15.771027134489003,-0.0035560997695893715,-0.0023976045000137463,-0.0011584952695756251,0.7400289562455823,0.02958570746426417,0.7992003711741107,0.6808575413170539,4.5236351489225816e+16,7.322155198679771e+16,9.583972773141062e+16,1.1845790347602354e+17,1.506600519937775e+17,0.01574612823552039,44329133559.69256,0.09224395715608429
2025-03-12 08:17:30.831333,0.7362981111352027,0.7455903839894211,0.7337561260477061,0.7406202502397761,15232904946.728222,0.7400289562455823,0.6875378479808556,0.753399196546063,0.7572767234282747,15.771027134489003,-0.003877526882211657,-0.0027291930230024662,-0.0011483338592091909,0.7400289562455823,0.02958570746426417,0.7992003711741107,0.6808575413170539,4.5236351489225816e+16,7.322155198679771e+16,9.583972773141062e+16,1.1845790347602354e+17,1.506600519937775e+17,0.01574612823552039,44329133559.69256,0.09224395715608429
